Date,AccountId,MaskedAccount,AccountLabel,CashConcept,EstimatedAmount,IsObservedAnchor,AnchorAsOfLocal,AnchorAmount,PriorAnchorAsOfLocal,NextAnchorAsOfLocal,CumulativeNetCashActivityFromAnchor,ReconciliationDelta,ReconciliationStatus,DerivationMethod,Confidence,Limitations
2024-09-11,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9572.70,false,2026-07-01 19:42:00,27.20,,,9485.41,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-12,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-13,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-14,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-15,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-16,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-17,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-18,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-19,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-20,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-21,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-22,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,9580.28,false,2026-07-01 19:42:00,27.20,,,9492.99,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-23,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8495.22,false,2026-07-01 19:42:00,27.20,,,8407.93,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-24,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6520.57,false,2026-07-01 19:42:00,27.20,,,6433.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-25,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,3568.56,false,2026-07-01 19:42:00,27.20,,,3481.27,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-26,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,3568.56,false,2026-07-01 19:42:00,27.20,,,3481.27,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-27,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,3568.56,false,2026-07-01 19:42:00,27.20,,,3481.27,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-28,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,3568.56,false,2026-07-01 19:42:00,27.20,,,3481.27,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-29,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,3568.56,false,2026-07-01 19:42:00,27.20,,,3481.27,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-09-30,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-01,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-02,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-03,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-04,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-05,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-06,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2570.03,false,2026-07-01 19:42:00,27.20,,,2482.74,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-07,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-08,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-09,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-10,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-11,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-12,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-13,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4265.44,false,2026-07-01 19:42:00,27.20,,,4178.15,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-14,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2892.73,false,2026-07-01 19:42:00,27.20,,,2805.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-15,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-16,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-17,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-18,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-19,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-20,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-21,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,2534.76,false,2026-07-01 19:42:00,27.20,,,2447.47,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-22,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-23,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-24,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-25,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-26,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-27,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-28,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6489.57,false,2026-07-01 19:42:00,27.20,,,6402.28,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-29,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6309.50,false,2026-07-01 19:42:00,27.20,,,6222.21,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-30,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4299.02,false,2026-07-01 19:42:00,27.20,,,4211.73,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-10-31,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,4299.05,false,2026-07-01 19:42:00,27.20,,,4211.76,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-01,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-02,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-03,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-04,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-05,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-06,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-07,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-08,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-09,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-10,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-11,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-12,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-13,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,8298.73,false,2026-07-01 19:42:00,27.20,,,8211.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-14,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-15,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-16,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-17,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-18,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-19,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-20,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-21,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-22,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-23,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-24,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-25,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-26,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-27,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-28,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.73,false,2026-07-01 19:42:00,27.20,,,6678.44,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-29,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-11-30,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-12-01,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-12-02,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-12-03,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-12-04,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-12-05,900001004,x1004,Individual 401(k) - x1004,CashAvailToWithdrawEstimated,6765.79,false,2026-07-01 19:42:00,27.20,,,6678.50,,single_anchor,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,medium,Estimate excludes sweep mechanics and depends on account-history export coverage
